code.after,code.before,Relationship,adjustment
21099,021099,1:1,2017 to 2012
30111,030111,1:1,2017 to 2012
30119,030119,1:1,2017 to 2012
30191,030191,1:1,2017 to 2012
30192,030192,1:1,2017 to 2012
30193,030193,1:n,2017 to 2012
30193,030199,n:n,2017 to 2012
30194,030194,1:1,2017 to 2012
30195,030195,1:1,2017 to 2012
30199,030199,n:1,2017 to 2012
30211,030211,n:1,2017 to 2012
30213,030213,n:1,2017 to 2012
30214,030214,n:1,2017 to 2012
30219,030219,n:1,2017 to 2012
30221,030221,n:1,2017 to 2012
30222,030222,n:1,2017 to 2012
30223,030223,n:1,2017 to 2012
30224,030224,n:1,2017 to 2012
30229,030229,n:1,2017 to 2012
30231,030231,n:1,2017 to 2012
30232,030232,n:1,2017 to 2012
30233,030233,n:1,2017 to 2012
30234,030234,n:1,2017 to 2012
30235,030235,n:1,2017 to 2012
30236,030236,n:1,2017 to 2012
30239,030239,n:1,2017 to 2012
30241,030241,n:1,2017 to 2012
30242,030242,n:1,2017 to 2012
30243,030243,n:1,2017 to 2012
30244,030244,n:1,2017 to 2012
30245,030245,n:1,2017 to 2012
30246,030246,n:1,2017 to 2012
30247,030247,n:1,2017 to 2012
30249,030289,n:1,2017 to 2012
30251,030251,n:1,2017 to 2012
30252,030252,n:1,2017 to 2012
30253,030253,n:1,2017 to 2012
30254,030254,n:1,2017 to 2012
30255,030255,n:1,2017 to 2012
30256,030256,n:1,2017 to 2012
30259,030259,n:1,2017 to 2012
30271,030271,n:1,2017 to 2012
30272,030272,n:1,2017 to 2012
30273,030273,n:n,2017 to 2012
30273,030289,n:n,2017 to 2012
30274,030274,n:1,2017 to 2012
30279,030279,n:1,2017 to 2012
30281,030281,n:1,2017 to 2012
30282,030282,n:1,2017 to 2012
30283,030283,n:1,2017 to 2012
30284,030284,n:1,2017 to 2012
30285,030285,n:1,2017 to 2012
30289,030289,n:1,2017 to 2012
30291,030290,1:1,2017 to 2012
30292,030281,n:1,2017 to 2012
30299,030211,n:n,2017 to 2012
30299,030213,n:n,2017 to 2012
30299,030214,n:n,2017 to 2012
30299,030219,n:n,2017 to 2012
30299,030221,n:n,2017 to 2012
30299,030222,n:n,2017 to 2012
30299,030223,n:n,2017 to 2012
30299,030224,n:n,2017 to 2012
30299,030229,n:n,2017 to 2012
30299,030231,n:n,2017 to 2012
30299,030232,n:n,2017 to 2012
30299,030233,n:n,2017 to 2012
30299,030234,n:n,2017 to 2012
30299,030235,n:n,2017 to 2012
30299,030236,n:n,2017 to 2012
30299,030239,n:n,2017 to 2012
30299,030241,n:n,2017 to 2012
30299,030242,n:n,2017 to 2012
30299,030243,n:n,2017 to 2012
30299,030244,n:n,2017 to 2012
30299,030245,n:n,2017 to 2012
30299,030246,n:n,2017 to 2012
30299,030247,n:n,2017 to 2012
30299,030251,n:n,2017 to 2012
30299,030252,n:n,2017 to 2012
30299,030253,n:n,2017 to 2012
30299,030254,n:n,2017 to 2012
30299,030255,n:n,2017 to 2012
30299,030256,n:n,2017 to 2012
30299,030259,n:n,2017 to 2012
30299,030271,n:n,2017 to 2012
30299,030272,n:n,2017 to 2012
30299,030273,n:n,2017 to 2012
30299,030274,n:n,2017 to 2012
30299,030279,n:n,2017 to 2012
30299,030281,n:n,2017 to 2012
30299,030282,n:n,2017 to 2012
30299,030283,n:n,2017 to 2012
30299,030284,n:n,2017 to 2012
30299,030285,n:n,2017 to 2012
30299,030289,n:n,2017 to 2012
30311,030311,n:1,2017 to 2012
30312,030312,n:1,2017 to 2012
30313,030313,n:1,2017 to 2012
30314,030314,n:1,2017 to 2012
30319,030319,n:1,2017 to 2012
30323,030323,n:1,2017 to 2012
30324,030324,n:1,2017 to 2012
30325,030325,n:n,2017 to 2012
30325,030389,n:n,2017 to 2012
30326,030326,n:1,2017 to 2012
30329,030329,n:1,2017 to 2012
30331,030331,n:1,2017 to 2012
30332,030332,n:1,2017 to 2012
30333,030333,n:1,2017 to 2012
30334,030334,n:1,2017 to 2012
30339,030339,n:1,2017 to 2012
30341,030341,n:1,2017 to 2012
30342,030342,n:1,2017 to 2012
30343,030343,n:1,2017 to 2012
30344,030344,n:1,2017 to 2012
30345,030345,n:1,2017 to 2012
30346,030346,n:1,2017 to 2012
30349,030349,n:1,2017 to 2012
30351,030351,n:1,2017 to 2012
30353,030353,n:1,2017 to 2012
30354,030354,n:1,2017 to 2012
30355,030355,n:1,2017 to 2012
30356,030356,n:1,2017 to 2012
30357,030357,n:1,2017 to 2012
30359,030389,n:1,2017 to 2012
30363,030363,n:1,2017 to 2012
30364,030364,n:1,2017 to 2012
30365,030365,n:1,2017 to 2012
30366,030366,n:1,2017 to 2012
30367,030367,n:1,2017 to 2012
30368,030368,n:1,2017 to 2012
30369,030369,n:1,2017 to 2012
30381,030381,n:1,2017 to 2012
30382,030382,n:1,2017 to 2012
30383,030383,n:1,2017 to 2012
30384,030384,n:1,2017 to 2012
30389,030389,n:1,2017 to 2012
30391,030390,1:1,2017 to 2012
30392,030381,n:1,2017 to 2012
30399,030311,n:n,2017 to 2012
30399,030312,n:n,2017 to 2012
30399,030313,n:n,2017 to 2012
30399,030314,n:n,2017 to 2012
30399,030319,n:n,2017 to 2012
30399,030323,n:n,2017 to 2012
30399,030324,n:n,2017 to 2012
30399,030325,n:n,2017 to 2012
30399,030326,n:n,2017 to 2012
30399,030329,n:n,2017 to 2012
30399,030331,n:n,2017 to 2012
30399,030332,n:n,2017 to 2012
30399,030333,n:n,2017 to 2012
30399,030334,n:n,2017 to 2012
30399,030339,n:n,2017 to 2012
30399,030341,n:n,2017 to 2012
30399,030342,n:n,2017 to 2012
30399,030343,n:n,2017 to 2012
30399,030344,n:n,2017 to 2012
30399,030345,n:n,2017 to 2012
30399,030346,n:n,2017 to 2012
30399,030349,n:n,2017 to 2012
30399,030351,n:n,2017 to 2012
30399,030353,n:n,2017 to 2012
30399,030354,n:n,2017 to 2012
30399,030355,n:n,2017 to 2012
30399,030356,n:n,2017 to 2012
30399,030357,n:n,2017 to 2012
30399,030363,n:n,2017 to 2012
30399,030364,n:n,2017 to 2012
30399,030365,n:n,2017 to 2012
30399,030366,n:n,2017 to 2012
30399,030367,n:n,2017 to 2012
30399,030368,n:n,2017 to 2012
30399,030369,n:n,2017 to 2012
30399,030381,n:n,2017 to 2012
30399,030382,n:n,2017 to 2012
30399,030383,n:n,2017 to 2012
30399,030384,n:n,2017 to 2012
30399,030389,n:n,2017 to 2012
30431,030431,1:1,2017 to 2012
30432,030432,1:1,2017 to 2012
30433,030433,1:1,2017 to 2012
30439,030439,1:n,2017 to 2012
30439,030449,n:n,2017 to 2012
30441,030441,1:1,2017 to 2012
30442,030442,1:1,2017 to 2012
30443,030443,1:1,2017 to 2012
30444,030444,1:1,2017 to 2012
30445,030445,1:1,2017 to 2012
30446,030446,1:1,2017 to 2012
30447,030449,n:1,2017 to 2012
30448,030449,n:1,2017 to 2012
30449,030449,n:1,2017 to 2012
30451,030451,1:n,2017 to 2012
30451,030459,n:n,2017 to 2012
30452,030452,1:1,2017 to 2012
30453,030453,1:1,2017 to 2012
30454,030454,1:1,2017 to 2012
30455,030455,1:1,2017 to 2012
30456,030459,n:1,2017 to 2012
30457,030459,n:1,2017 to 2012
30459,030459,n:1,2017 to 2012
30461,030461,1:1,2017 to 2012
30462,030462,1:1,2017 to 2012
30463,030463,1:1,2017 to 2012
30469,030469,1:n,2017 to 2012
30469,030489,n:n,2017 to 2012
30471,030471,1:1,2017 to 2012
30472,030472,1:1,2017 to 2012
30473,030473,1:1,2017 to 2012
30474,030474,1:1,2017 to 2012
30475,030475,1:1,2017 to 2012
30479,030479,1:1,2017 to 2012
30481,030481,1:1,2017 to 2012
30482,030482,1:1,2017 to 2012
30483,030483,1:1,2017 to 2012
30484,030484,1:1,2017 to 2012
30485,030485,1:1,2017 to 2012
30486,030486,1:1,2017 to 2012
30487,030487,1:1,2017 to 2012
30488,030489,n:1,2017 to 2012
30489,030489,n:1,2017 to 2012
30491,030491,1:1,2017 to 2012
30492,030492,1:1,2017 to 2012
30493,030493,1:n,2017 to 2012
30493,030499,n:n,2017 to 2012
30494,030494,1:1,2017 to 2012
30495,030495,1:1,2017 to 2012
30496,030499,n:1,2017 to 2012
30497,030499,n:1,2017 to 2012
30499,030499,n:1,2017 to 2012
30510,030510,1:1,2017 to 2012
30520,030520,1:1,2017 to 2012
30531,030531,1:n,2017 to 2012
30531,030539,n:n,2017 to 2012
30532,030532,1:1,2017 to 2012
30539,030539,n:1,2017 to 2012
30541,030541,1:1,2017 to 2012
30542,030542,1:1,2017 to 2012
30543,030543,1:1,2017 to 2012
30544,030544,1:n,2017 to 2012
30544,030549,n:n,2017 to 2012
30549,030549,n:1,2017 to 2012
30551,030551,1:1,2017 to 2012
30552,030559,n:1,2017 to 2012
30553,030559,n:1,2017 to 2012
30554,030559,n:1,2017 to 2012
30559,030559,n:1,2017 to 2012
30561,030561,1:1,2017 to 2012
30562,030562,1:1,2017 to 2012
30563,030563,1:1,2017 to 2012
30564,030564,1:n,2017 to 2012
30564,030569,n:n,2017 to 2012
30569,030569,n:1,2017 to 2012
30571,030571,1:1,2017 to 2012
30572,030572,1:1,2017 to 2012
30579,030579,1:1,2017 to 2012
30611,030611,1:1,2017 to 2012
30612,030612,1:1,2017 to 2012
30614,030614,1:1,2017 to 2012
30615,030615,1:1,2017 to 2012
30616,030616,1:1,2017 to 2012
30617,030617,1:1,2017 to 2012
30619,030619,1:1,2017 to 2012
30631,030621,n:1,2017 to 2012
30632,030622,n:1,2017 to 2012
30633,030624,n:1,2017 to 2012
30634,030625,n:1,2017 to 2012
30635,030626,n:1,2017 to 2012
30636,030627,n:1,2017 to 2012
30639,030629,n:1,2017 to 2012
30691,030621,n:1,2017 to 2012
30692,030622,n:1,2017 to 2012
30693,030624,n:1,2017 to 2012
30694,030625,n:1,2017 to 2012
30695,030626,n:n,2017 to 2012
30695,030627,n:n,2017 to 2012
30699,030629,n:1,2017 to 2012
30711,030711,1:1,2017 to 2012
30712,030719,n:1,2017 to 2012
30719,030719,n:1,2017 to 2012
30721,030721,1:1,2017 to 2012
30722,030729,n:1,2017 to 2012
30729,030729,n:1,2017 to 2012
30731,030731,1:1,2017 to 2012
30732,030739,n:1,2017 to 2012
30739,030739,n:1,2017 to 2012
30742,030741,1:n,2017 to 2012
30742,030791,n:n,2017 to 2012
30743,030749,n:n,2017 to 2012
30743,030799,n:n,2017 to 2012
30749,030749,n:n,2017 to 2012
30749,030799,n:n,2017 to 2012
30751,030751,1:1,2017 to 2012
30752,030759,n:1,2017 to 2012
30759,030759,n:1,2017 to 2012
30760,030760,1:1,2017 to 2012
30771,030771,1:1,2017 to 2012
30772,030779,n:1,2017 to 2012
30779,030779,n:1,2017 to 2012
30781,030781,1:1,2017 to 2012
30782,030791,n:1,2017 to 2012
30783,030789,n:1,2017 to 2012
30784,030799,n:1,2017 to 2012
30787,030789,n:1,2017 to 2012
30788,030799,n:1,2017 to 2012
30791,030791,n:1,2017 to 2012
30792,030799,n:1,2017 to 2012
30799,030799,n:1,2017 to 2012
30811,030811,1:1,2017 to 2012
30812,030819,n:1,2017 to 2012
30819,030819,n:1,2017 to 2012
30821,030821,1:1,2017 to 2012
30822,030829,n:1,2017 to 2012
30829,030829,n:1,2017 to 2012
30830,030830,1:1,2017 to 2012
30890,030890,1:1,2017 to 2012
40110,040110,1:1,2017 to 2012
40120,040120,1:1,2017 to 2012
40140,040140,1:1,2017 to 2012
40150,040150,1:1,2017 to 2012
40210,040210,1:1,2017 to 2012
40221,040221,1:1,2017 to 2012
40229,040229,1:1,2017 to 2012
40291,040291,1:1,2017 to 2012
40299,040299,1:1,2017 to 2012
40310,040310,1:1,2017 to 2012
40390,040390,1:1,2017 to 2012
40410,040410,1:1,2017 to 2012
40490,040490,1:1,2017 to 2012
40510,040510,1:1,2017 to 2012
40520,040520,1:1,2017 to 2012
40590,040590,1:1,2017 to 2012
40610,040610,1:1,2017 to 2012
40620,040620,1:1,2017 to 2012
40630,040630,1:1,2017 to 2012
40640,040640,1:1,2017 to 2012
40690,040690,1:1,2017 to 2012
40711,040711,1:1,2017 to 2012
40719,040719,1:1,2017 to 2012
40721,040721,1:1,2017 to 2012
40729,040729,1:1,2017 to 2012
40790,040790,1:1,2017 to 2012
40811,040811,1:1,2017 to 2012
40819,040819,1:1,2017 to 2012
40891,040891,1:1,2017 to 2012
40899,040899,1:1,2017 to 2012
40900,040900,1:1,2017 to 2012
41000,041000,1:1,2017 to 2012
50100,050100,1:1,2017 to 2012
50210,050210,1:1,2017 to 2012
50290,050290,1:1,2017 to 2012
50400,050400,1:1,2017 to 2012
50510,050510,1:1,2017 to 2012
50590,050590,1:1,2017 to 2012
50610,050610,1:1,2017 to 2012
50690,050690,1:1,2017 to 2012
50710,050710,1:1,2017 to 2012
50790,050790,1:1,2017 to 2012
50800,050800,1:1,2017 to 2012
51000,051000,1:1,2017 to 2012
51110,051110,1:1,2017 to 2012
51191,051191,1:1,2017 to 2012
51199,051199,1:1,2017 to 2012
60110,060110,1:1,2017 to 2012
60120,060120,1:1,2017 to 2012
60210,060210,1:1,2017 to 2012
60220,060220,1:1,2017 to 2012
60230,060230,1:1,2017 to 2012
60240,060240,1:1,2017 to 2012
60290,060290,1:1,2017 to 2012
60311,060311,1:1,2017 to 2012
60312,060312,1:1,2017 to 2012
60313,060313,1:1,2017 to 2012
60314,060314,1:1,2017 to 2012
60315,060315,1:1,2017 to 2012
60319,060319,1:1,2017 to 2012
60390,060390,1:1,2017 to 2012
60420,060420,1:1,2017 to 2012
60490,060490,1:1,2017 to 2012
70110,070110,1:1,2017 to 2012
70190,070190,1:1,2017 to 2012
70200,070200,1:1,2017 to 2012
70310,070310,1:1,2017 to 2012
70320,070320,1:1,2017 to 2012
70390,070390,1:1,2017 to 2012
70410,070410,1:1,2017 to 2012
70420,070420,1:1,2017 to 2012
70490,070490,1:1,2017 to 2012
70511,070511,1:1,2017 to 2012
70519,070519,1:1,2017 to 2012
70521,070521,1:1,2017 to 2012
70529,070529,1:1,2017 to 2012
70610,070610,1:1,2017 to 2012
70690,070690,1:1,2017 to 2012
70700,070700,1:1,2017 to 2012
70810,070810,1:1,2017 to 2012
70820,070820,1:1,2017 to 2012
70890,070890,1:1,2017 to 2012
70920,070920,1:1,2017 to 2012
70930,070930,1:1,2017 to 2012
70940,070940,1:1,2017 to 2012
70951,070951,1:1,2017 to 2012
70959,070959,1:1,2017 to 2012
70960,070960,1:1,2017 to 2012
70970,070970,1:1,2017 to 2012
70991,070991,1:1,2017 to 2012
70992,070992,1:1,2017 to 2012
70993,070993,1:1,2017 to 2012
70999,070999,1:1,2017 to 2012
71010,071010,1:1,2017 to 2012
71021,071021,1:1,2017 to 2012
71022,071022,1:1,2017 to 2012
71029,071029,1:1,2017 to 2012
71030,071030,1:1,2017 to 2012
71040,071040,1:1,2017 to 2012
71080,071080,1:1,2017 to 2012
71090,071090,1:1,2017 to 2012
71120,071120,1:1,2017 to 2012
71140,071140,1:1,2017 to 2012
71151,071151,1:1,2017 to 2012
71159,071159,1:1,2017 to 2012
71190,071190,1:1,2017 to 2012
71220,071220,1:1,2017 to 2012
71231,071231,1:1,2017 to 2012
71232,071232,1:1,2017 to 2012
71233,071233,1:1,2017 to 2012
71239,071239,1:1,2017 to 2012
71290,071290,1:1,2017 to 2012
71310,071310,1:1,2017 to 2012
71320,071320,1:1,2017 to 2012
71331,071331,1:1,2017 to 2012
71332,071332,1:1,2017 to 2012
71333,071333,1:1,2017 to 2012
71334,071334,1:1,2017 to 2012
71335,071335,1:1,2017 to 2012
71339,071339,1:1,2017 to 2012
71340,071340,1:1,2017 to 2012
71350,071350,1:1,2017 to 2012
71360,071360,1:1,2017 to 2012
71390,071390,1:1,2017 to 2012
71410,071410,1:1,2017 to 2012
71420,071420,1:1,2017 to 2012
71430,071430,1:1,2017 to 2012
71440,071440,1:1,2017 to 2012
71450,071450,1:1,2017 to 2012
71490,071490,1:1,2017 to 2012
80111,080111,1:1,2017 to 2012
80112,080112,1:1,2017 to 2012
80119,080119,1:1,2017 to 2012
80121,080121,1:1,2017 to 2012
80122,080122,1:1,2017 to 2012
80131,080131,1:1,2017 to 2012
80132,080132,1:1,2017 to 2012
80211,080211,1:1,2017 to 2012
80212,080212,1:1,2017 to 2012
80221,080221,1:1,2017 to 2012
80222,080222,1:1,2017 to 2012
80231,080231,1:1,2017 to 2012
80232,080232,1:1,2017 to 2012
80241,080241,1:1,2017 to 2012
80242,080242,1:1,2017 to 2012
80251,080251,1:1,2017 to 2012
80252,080252,1:1,2017 to 2012
80261,080261,1:1,2017 to 2012
80262,080262,1:1,2017 to 2012
80270,080270,1:1,2017 to 2012
80280,080280,1:1,2017 to 2012
80290,080290,1:1,2017 to 2012
80310,080310,1:1,2017 to 2012
80390,080390,1:1,2017 to 2012
80410,080410,1:1,2017 to 2012
80420,080420,1:1,2017 to 2012
80430,080430,1:1,2017 to 2012
80440,080440,1:1,2017 to 2012
80450,080450,1:1,2017 to 2012
80510,080510,1:1,2017 to 2012
80521,080520,n:1,2017 to 2012
80522,080520,n:1,2017 to 2012
80529,080520,n:1,2017 to 2012
80540,080540,1:1,2017 to 2012
80550,080550,1:1,2017 to 2012
80590,080590,1:1,2017 to 2012
80610,080610,1:1,2017 to 2012
80620,080620,1:1,2017 to 2012
80711,080711,1:1,2017 to 2012
80719,080719,1:1,2017 to 2012
80720,080720,1:1,2017 to 2012
80810,080810,1:1,2017 to 2012
80830,080830,1:1,2017 to 2012
80840,080840,1:1,2017 to 2012
80910,080910,1:1,2017 to 2012
80921,080921,1:1,2017 to 2012
80929,080929,1:1,2017 to 2012
80930,080930,1:1,2017 to 2012
80940,080940,1:1,2017 to 2012
81010,081010,1:1,2017 to 2012
81020,081020,1:1,2017 to 2012
81030,081030,1:1,2017 to 2012
81040,081040,1:1,2017 to 2012
81050,081050,1:1,2017 to 2012
81060,081060,1:1,2017 to 2012
81070,081070,1:1,2017 to 2012
81090,081090,1:1,2017 to 2012
81110,081110,1:1,2017 to 2012
81120,081120,1:1,2017 to 2012
81190,081190,1:1,2017 to 2012
81210,081210,1:1,2017 to 2012
81290,081290,1:1,2017 to 2012
81310,081310,1:1,2017 to 2012
81320,081320,1:1,2017 to 2012
81330,081330,1:1,2017 to 2012
81340,081340,1:1,2017 to 2012
81350,081350,1:1,2017 to 2012
81400,081400,1:1,2017 to 2012
90111,090111,1:1,2017 to 2012
90112,090112,1:1,2017 to 2012
90121,090121,1:1,2017 to 2012
90122,090122,1:1,2017 to 2012
90190,090190,1:1,2017 to 2012
90210,090210,1:1,2017 to 2012
90220,090220,1:1,2017 to 2012
90230,090230,1:1,2017 to 2012
90240,090240,1:1,2017 to 2012
90300,090300,1:1,2017 to 2012
90411,090411,1:1,2017 to 2012
90412,090412,1:1,2017 to 2012
90421,090421,1:1,2017 to 2012
90422,090422,1:1,2017 to 2012
90510,090510,1:1,2017 to 2012
90520,090520,1:1,2017 to 2012
90611,090611,1:1,2017 to 2012
90619,090619,1:1,2017 to 2012
90620,090620,1:1,2017 to 2012
90710,090710,1:1,2017 to 2012
90720,090720,1:1,2017 to 2012
90811,090811,1:1,2017 to 2012
90812,090812,1:1,2017 to 2012
90821,090821,1:1,2017 to 2012
90822,090822,1:1,2017 to 2012
90831,090831,1:1,2017 to 2012
90832,090832,1:1,2017 to 2012
90921,090921,1:1,2017 to 2012
90922,090922,1:1,2017 to 2012
90931,090931,1:1,2017 to 2012
90932,090932,1:1,2017 to 2012
90961,090961,1:1,2017 to 2012
90962,090962,1:1,2017 to 2012
91011,091011,1:1,2017 to 2012
91012,091012,1:1,2017 to 2012
91020,091020,1:1,2017 to 2012
91030,091030,1:1,2017 to 2012
91091,091091,1:1,2017 to 2012
91099,091099,1:1,2017 to 2012
100111,100111,1:1,2017 to 2012
100119,100119,1:1,2017 to 2012
100191,100191,1:1,2017 to 2012
100199,100199,1:1,2017 to 2012
100210,100210,1:1,2017 to 2012
100290,100290,1:1,2017 to 2012
100310,100310,1:1,2017 to 2012
100390,100390,1:1,2017 to 2012
100410,100410,1:1,2017 to 2012
100490,100490,1:1,2017 to 2012
100510,100510,1:1,2017 to 2012
100590,100590,1:1,2017 to 2012
100610,100610,1:1,2017 to 2012
100620,100620,1:1,2017 to 2012
100630,100630,1:1,2017 to 2012
100640,100640,1:1,2017 to 2012
100710,100710,1:1,2017 to 2012
100790,100790,1:1,2017 to 2012
100810,100810,1:1,2017 to 2012
100821,100821,1:1,2017 to 2012
100829,100829,1:1,2017 to 2012
100830,100830,1:1,2017 to 2012
100840,100840,1:1,2017 to 2012
100850,100850,1:1,2017 to 2012
100860,100860,1:1,2017 to 2012
100890,100890,1:1,2017 to 2012
110100,110100,1:1,2017 to 2012
110220,110220,1:1,2017 to 2012
110290,110290,1:1,2017 to 2012
110311,110311,1:1,2017 to 2012
110313,110313,1:1,2017 to 2012
110319,110319,1:1,2017 to 2012
110320,110320,1:1,2017 to 2012
110412,110412,1:1,2017 to 2012
110419,110419,1:1,2017 to 2012
110422,110422,1:1,2017 to 2012
110423,110423,1:1,2017 to 2012
110429,110429,1:1,2017 to 2012
110430,110430,1:1,2017 to 2012
110510,110510,1:1,2017 to 2012
110520,110520,1:1,2017 to 2012
110610,110610,1:1,2017 to 2012
110620,110620,1:1,2017 to 2012
110630,110630,1:1,2017 to 2012
110710,110710,1:1,2017 to 2012
110720,110720,1:1,2017 to 2012
110811,110811,1:1,2017 to 2012
110812,110812,1:1,2017 to 2012
110813,110813,1:1,2017 to 2012
110814,110814,1:1,2017 to 2012
110819,110819,1:1,2017 to 2012
110820,110820,1:1,2017 to 2012
110900,110900,1:1,2017 to 2012
120110,120110,1:1,2017 to 2012
120190,120190,1:1,2017 to 2012
120230,120230,1:1,2017 to 2012
120241,120241,1:1,2017 to 2012
120242,120242,1:1,2017 to 2012
120300,120300,1:1,2017 to 2012
120400,120400,1:1,2017 to 2012
120510,120510,1:1,2017 to 2012
120590,120590,1:1,2017 to 2012
120600,120600,1:1,2017 to 2012
120710,120710,1:1,2017 to 2012
120721,120721,1:1,2017 to 2012
120729,120729,1:1,2017 to 2012
120730,120730,1:1,2017 to 2012
120740,120740,1:1,2017 to 2012
120750,120750,1:1,2017 to 2012
120760,120760,1:1,2017 to 2012
120770,120770,1:1,2017 to 2012
120791,120791,1:1,2017 to 2012
120799,120799,1:1,2017 to 2012
120810,120810,1:1,2017 to 2012
120890,120890,1:1,2017 to 2012
120910,120910,1:1,2017 to 2012
120921,120921,1:1,2017 to 2012
120922,120922,1:1,2017 to 2012
120923,120923,1:1,2017 to 2012
120924,120924,1:1,2017 to 2012
120925,120925,1:1,2017 to 2012
120929,120929,1:1,2017 to 2012
120930,120930,1:1,2017 to 2012
120991,120991,1:1,2017 to 2012
120999,120999,1:1,2017 to 2012
121010,121010,1:1,2017 to 2012
121020,121020,1:1,2017 to 2012
121120,121120,1:n,2017 to 2012
121120,200899,n:n,2017 to 2012
121130,121130,1:n,2017 to 2012
121130,140490,n:n,2017 to 2012
121140,121140,1:n,2017 to 2012
121140,140490,n:n,2017 to 2012
121150,121190,n:n,2017 to 2012
121150,140490,n:n,2017 to 2012
121190,121190,n:n,2017 to 2012
121190,140490,n:n,2017 to 2012
121190,200899,n:n,2017 to 2012
121221,121221,1:1,2017 to 2012
121229,121229,1:1,2017 to 2012
121291,121291,1:1,2017 to 2012
121292,121292,1:1,2017 to 2012
121293,121293,1:1,2017 to 2012
121294,121294,1:1,2017 to 2012
121299,121299,1:1,2017 to 2012
121300,121300,1:1,2017 to 2012
121410,121410,1:1,2017 to 2012
121490,121490,1:1,2017 to 2012
130120,130120,1:1,2017 to 2012
130190,130190,1:1,2017 to 2012
130211,130211,1:1,2017 to 2012
130212,130212,1:1,2017 to 2012
130213,130213,1:1,2017 to 2012
130214,130219,n:1,2017 to 2012
130219,130219,n:1,2017 to 2012
130220,130220,1:1,2017 to 2012
130231,130231,1:1,2017 to 2012
130232,130232,1:1,2017 to 2012
130239,130239,1:1,2017 to 2012
140110,140110,1:1,2017 to 2012
140120,140120,1:1,2017 to 2012
140190,140190,1:1,2017 to 2012
140420,140420,1:1,2017 to 2012
140490,140490,n:1,2017 to 2012
150110,150110,1:1,2017 to 2012
150120,150120,1:1,2017 to 2012
150190,150190,1:1,2017 to 2012
150210,150210,1:1,2017 to 2012
150290,150290,1:1,2017 to 2012
150300,150300,1:1,2017 to 2012
150410,150410,1:1,2017 to 2012
150420,150420,1:1,2017 to 2012
150430,150430,1:1,2017 to 2012
150500,150500,1:1,2017 to 2012
150600,150600,1:1,2017 to 2012
150710,150710,1:1,2017 to 2012
150790,150790,1:1,2017 to 2012
150810,150810,1:1,2017 to 2012
150890,150890,1:1,2017 to 2012
150910,150910,1:1,2017 to 2012
150990,150990,1:1,2017 to 2012
151000,151000,1:1,2017 to 2012
151110,151110,1:1,2017 to 2012
151190,151190,1:1,2017 to 2012
151211,151211,1:1,2017 to 2012
151219,151219,1:1,2017 to 2012
151221,151221,1:1,2017 to 2012
151229,151229,1:1,2017 to 2012
151311,151311,1:1,2017 to 2012
151319,151319,1:1,2017 to 2012
151321,151321,1:1,2017 to 2012
151329,151329,1:1,2017 to 2012
151411,151411,1:1,2017 to 2012
151419,151419,1:1,2017 to 2012
151491,151491,1:1,2017 to 2012
151499,151499,1:1,2017 to 2012
151511,151511,1:1,2017 to 2012
151519,151519,1:1,2017 to 2012
151521,151521,1:1,2017 to 2012
151529,151529,1:1,2017 to 2012
151530,151530,1:1,2017 to 2012
151550,151550,1:1,2017 to 2012
151590,151590,1:1,2017 to 2012
151610,151610,1:1,2017 to 2012
151620,151620,1:1,2017 to 2012
151710,151710,1:1,2017 to 2012
151790,151790,1:1,2017 to 2012
151800,151800,1:1,2017 to 2012
152000,152000,1:1,2017 to 2012
152110,152110,1:1,2017 to 2012
152190,152190,1:1,2017 to 2012
152200,152200,1:1,2017 to 2012
160100,160100,1:1,2017 to 2012
160210,160210,1:1,2017 to 2012
160220,160220,1:1,2017 to 2012
160231,160231,1:1,2017 to 2012
160232,160232,1:1,2017 to 2012
160239,160239,1:1,2017 to 2012
160241,160241,1:1,2017 to 2012
160242,160242,1:1,2017 to 2012
160249,160249,1:1,2017 to 2012
160250,160250,1:1,2017 to 2012
160290,160290,1:1,2017 to 2012
160300,160300,1:1,2017 to 2012
160411,160411,1:1,2017 to 2012
160412,160412,1:1,2017 to 2012
160413,160413,1:1,2017 to 2012
160414,160414,1:1,2017 to 2012
160415,160415,1:1,2017 to 2012
160416,160416,1:1,2017 to 2012
160417,160417,1:1,2017 to 2012
160418,160419,n:1,2017 to 2012
160419,160419,n:1,2017 to 2012
160420,160420,1:1,2017 to 2012
160431,160431,1:1,2017 to 2012
160432,160432,1:1,2017 to 2012
160510,160510,1:1,2017 to 2012
160521,160521,1:1,2017 to 2012
160529,160529,1:1,2017 to 2012
160530,160530,1:1,2017 to 2012
160540,160540,1:1,2017 to 2012
160551,160551,1:1,2017 to 2012
160552,160552,1:1,2017 to 2012
160553,160553,1:1,2017 to 2012
160554,160554,1:n,2017 to 2012
160554,160559,n:n,2017 to 2012
160555,160555,1:1,2017 to 2012
160556,160556,1:1,2017 to 2012
160557,160557,1:1,2017 to 2012
160558,160558,1:1,2017 to 2012
160559,160559,n:1,2017 to 2012
160561,160561,1:1,2017 to 2012
160562,160562,1:1,2017 to 2012
160563,160563,1:1,2017 to 2012
160569,160569,1:1,2017 to 2012
170112,170112,1:1,2017 to 2012
170113,170113,1:1,2017 to 2012
170114,170114,1:1,2017 to 2012
170191,170191,1:1,2017 to 2012
170199,170199,1:1,2017 to 2012
170211,170211,1:1,2017 to 2012
